Unnamed: 0,Date,MaxTemp,MinTemp,Precip,Snow,SnowDepth,datetime,day,month,year,season
39136,2/25/2007,31,24,0.35,3.9,7,2007-02-25,25,2,2007,Winter
39137,2/26/2007,33,26,0.04,0.3,7,2007-02-26,26,2,2007,Winter
39138,2/27/2007,33,25,0.01,T,6,2007-02-27,27,2,2007,Winter
39139,2/28/2007,37,26,0.19,1.3,6,2007-02-28,28,2,2007,Winter
39415,12/1/2007,27,12,0.48,4.5,0,2007-12-01,1,12,2007,Winter
39416,12/2/2007,25,8,T,T,4,2007-12-02,2,12,2007,Winter
39417,12/3/2007,21,2,0,0,4,2007-12-03,3,12,2007,Winter
39418,12/4/2007,20,14,0.22,3.5,4,2007-12-04,4,12,2007,Winter
39419,12/5/2007,20,1,T,T,6,2007-12-05,5,12,2007,Winter
39420,12/6/2007,27,0,0.01,0.3,6,2007-12-06,6,12,2007,Winter
39421,12/7/2007,18,-1,T,T,6,2007-12-07,7,12,2007,Winter
39422,12/8/2007,8,-4,0,0,6,2007-12-08,8,12,2007,Winter
39423,12/9/2007,11,3,0,0,6,2007-12-09,9,12,2007,Winter
39424,12/10/2007,22,3,0,0,6,2007-12-10,10,12,2007,Winter
39425,12/11/2007,22,8,0,0,6,2007-12-11,11,12,2007,Winter
39426,12/12/2007,20,4,T,T,6,2007-12-12,12,12,2007,Winter
39427,12/13/2007,34,5,T,T,6,2007-12-13,13,12,2007,Winter
39428,12/14/2007,12,0,0,0,5,2007-12-14,14,12,2007,Winter
39429,12/15/2007,19,-1,0,0,5,2007-12-15,15,12,2007,Winter
39430,12/16/2007,22,14,T,T,5,2007-12-16,16,12,2007,Winter
39431,12/17/2007,31,12,0,0,5,2007-12-17,17,12,2007,Winter
39432,12/18/2007,27,17,0,0,5,2007-12-18,18,12,2007,Winter
39433,12/19/2007,25,19,0,0,5,2007-12-19,19,12,2007,Winter
39434,12/20/2007,33,22,0,0,5,2007-12-20,20,12,2007,Winter
39435,12/21/2007,36,31,T,0,5,2007-12-21,21,12,2007,Winter
39436,12/22/2007,35,6,0.37,0.9,5,2007-12-22,22,12,2007,Winter
39437,12/23/2007,14,3,0.15,3.1,5,2007-12-23,23,12,2007,Winter
39438,12/24/2007,20,6,0,0,7,2007-12-24,24,12,2007,Winter
39439,12/25/2007,28,19,0.15,3.4,6,2007-12-25,25,12,2007,Winter
39440,12/26/2007,28,20,0.08,1.8,10,2007-12-26,26,12,2007,Winter
39441,12/27/2007,28,22,T,T,10,2007-12-27,27,12,2007,Winter
39442,12/28/2007,22,14,0.02,0.4,9,2007-12-28,28,12,2007,Winter
39443,12/29/2007,24,18,T,0.2,9,2007-12-29,29,12,2007,Winter
39444,12/30/2007,24,13,T,T,8,2007-12-30,30,12,2007,Winter
39445,12/31/2007,23,11,T,T,8,2007-12-31,31,12,2007,Winter
39446,1/1/2008,11,-1,T,T,8,2008-01-01,1,1,2008,Winter
39447,1/2/2008,9,-6,0,0,8,2008-01-02,2,1,2008,Winter
39448,1/3/2008,26,4,0,0,8,2008-01-03,3,1,2008,Winter
39449,1/4/2008,30,14,0,0,7,2008-01-04,4,1,2008,Winter
39450,1/5/2008,37,19,0,0,7,2008-01-05,5,1,2008,Winter
39451,1/6/2008,41,32,0,0,6,2008-01-06,6,1,2008,Winter
39452,1/7/2008,37,27,T,0,5,2008-01-07,7,1,2008,Winter
39453,1/8/2008,34,22,0,0,5,2008-01-08,8,1,2008,Winter
39454,1/9/2008,31,13,0,0,4,2008-01-09,9,1,2008,Winter
39455,1/10/2008,35,29,T,T,4,2008-01-10,10,1,2008,Winter
39456,1/11/2008,30,19,0.04,0.7,5,2008-01-11,11,1,2008,Winter
39457,1/12/2008,26,17,0.01,0.2,5,2008-01-12,12,1,2008,Winter
39458,1/13/2008,22,16,T,T,5,2008-01-13,13,1,2008,Winter
39459,1/14/2008,20,-1,T,T,5,2008-01-14,14,1,2008,Winter
39460,1/15/2008,22,-5,0,0,5,2008-01-15,15,1,2008,Winter
39461,1/16/2008,24,8,T,T,5,2008-01-16,16,1,2008,Winter
39462,1/17/2008,8,2,0,0,5,2008-01-17,17,1,2008,Winter
39463,1/18/2008,12,-10,T,0.1,5,2008-01-18,18,1,2008,Winter
39464,1/19/2008,-1,-14,0,0,5,2008-01-19,19,1,2008,Winter
39465,1/20/2008,4,-15,0,0,5,2008-01-20,20,1,2008,Winter
39466,1/21/2008,8,0,0.09,0.9,5,2008-01-21,21,1,2008,Winter
39467,1/22/2008,9,-4,T,T,5,2008-01-22,22,1,2008,Winter
39468,1/23/2008,3,-9,0,0,5,2008-01-23,23,1,2008,Winter
39469,1/24/2008,8,-13,T,T,5,2008-01-24,24,1,2008,Winter
39470,1/25/2008,19,0,T,T,5,2008-01-25,25,1,2008,Winter
39471,1/26/2008,25,14,T,0.1,5,2008-01-26,26,1,2008,Winter
39472,1/27/2008,37,10,0,0,5,2008-01-27,27,1,2008,Winter
39473,1/28/2008,43,24,0.01,0,4,2008-01-28,28,1,2008,Winter
39474,1/29/2008,36,-13,T,T,3,2008-01-29,29,1,2008,Winter
39475,1/30/2008,-2,-14,0,0,3,2008-01-30,30,1,2008,Winter
39476,1/31/2008,14,-4,T,T,3,2008-01-31,31,1,2008,Winter
39477,2/1/2008,27,7,0,0,3,2008-02-01,1,2,2008,Winter
39478,2/2/2008,29,16,T,T,3,2008-02-02,2,2,2008,Winter
39479,2/3/2008,25,14,T,T,3,2008-02-03,3,2,2008,Winter
39480,2/4/2008,32,22,0.14,1.3,3,2008-02-04,4,2,2008,Winter
39481,2/5/2008,32,24,0,0,4,2008-02-05,5,2,2008,Winter
39482,2/6/2008,25,14,T,T,4,2008-02-06,6,2,2008,Winter
39483,2/7/2008,21,8,T,0.2,4,2008-02-07,7,2,2008,Winter
39484,2/8/2008,26,18,0.02,0.2,4,2008-02-08,8,2,2008,Winter
39485,2/9/2008,24,-9,0.03,0.3,4,2008-02-09,9,2,2008,Winter
39486,2/10/2008,-4,-14,0,0,4,2008-02-10,10,2,2008,Winter
39487,2/11/2008,6,-8,0,0,4,2008-02-11,11,2,2008,Winter
39488,2/12/2008,15,6,0,0,4,2008-02-12,12,2,2008,Winter
39489,2/13/2008,21,10,0.08,1,4,2008-02-13,13,2,2008,Winter
39490,2/14/2008,19,4,0.03,0.3,5,2008-02-14,14,2,2008,Winter
39491,2/15/2008,13,-7,0,0,5,2008-02-15,15,2,2008,Winter
39492,2/16/2008,35,9,0,0,5,2008-02-16,16,2,2008,Winter
39493,2/17/2008,36,12,0.01,0.1,4,2008-02-17,17,2,2008,Winter
39494,2/18/2008,12,-3,0.01,0.2,4,2008-02-18,18,2,2008,Winter
39495,2/19/2008,9,-8,T,0.1,4,2008-02-19,19,2,2008,Winter
39496,2/20/2008,5,-11,0,0,4,2008-02-20,20,2,2008,Winter
39497,2/21/2008,17,-5,0,0,4,2008-02-21,21,2,2008,Winter
39498,2/22/2008,25,8,0,0,4,2008-02-22,22,2,2008,Winter
39499,2/23/2008,32,11,0,0,4,2008-02-23,23,2,2008,Winter
39500,2/24/2008,38,16,0,0,3,2008-02-24,24,2,2008,Winter
39501,2/25/2008,37,22,0,0,2,2008-02-25,25,2,2008,Winter
39502,2/26/2008,27,16,0,0,2,2008-02-26,26,2,2008,Winter
39503,2/27/2008,25,12,T,T,2,2008-02-27,27,2,2008,Winter
39504,2/28/2008,30,14,0.07,1,2,2008-02-28,28,2,2008,Winter
39505,2/29/2008,32,13,0.01,0.1,3,2008-02-29,29,2,2008,Winter
39781,12/1/2008,24,15,T,T,1,2008-12-01,1,12,2008,Winter
39782,12/2/2008,38,13,0.01,0.4,1,2008-12-02,2,12,2008,Winter
39783,12/3/2008,29,14,0.02,0.3,2,2008-12-03,3,12,2008,Winter
39784,12/4/2008,17,9,0.01,0.1,1,2008-12-04,4,12,2008,Winter
39785,12/5/2008,28,8,0.04,1.7,1,2008-12-05,5,12,2008,Winter
39786,12/6/2008,27,4,T,T,3,2008-12-06,6,12,2008,Winter
39787,12/7/2008,17,3,0.04,0.7,2,2008-12-07,7,12,2008,Winter
39788,12/8/2008,23,17,0.2,2.9,3,2008-12-08,8,12,2008,Winter
39789,12/9/2008,21,7,0.02,0.3,6,2008-12-09,9,12,2008,Winter
39790,12/10/2008,29,2,0,0,4,2008-12-10,10,12,2008,Winter
39791,12/11/2008,29,8,T,0.2,4,2008-12-11,11,12,2008,Winter
39792,12/12/2008,30,-2,T,T,4,2008-12-12,12,12,2008,Winter
39793,12/13/2008,38,26,0,0,3,2008-12-13,13,12,2008,Winter
39794,12/14/2008,38,-1,0.27,2.4,4,2008-12-14,14,12,2008,Winter
39795,12/15/2008,-1,-10,T,T,3,2008-12-15,15,12,2008,Winter
39796,12/16/2008,4,-11,0.09,2,5,2008-12-16,16,12,2008,Winter
39797,12/17/2008,11,-3,T,T,5,2008-12-17,17,12,2008,Winter
39798,12/18/2008,16,-4,0,0,5,2008-12-18,18,12,2008,Winter
39799,12/19/2008,24,15,0.02,0.3,5,2008-12-19,19,12,2008,Winter
39800,12/20/2008,21,-10,0.24,3.6,5,2008-12-20,20,12,2008,Winter
39801,12/21/2008,9,-12,T,T,7,2008-12-21,21,12,2008,Winter
39802,12/22/2008,2,-13,T,T,6,2008-12-22,22,12,2008,Winter
39803,12/23/2008,24,2,0.05,0.9,8,2008-12-23,23,12,2008,Winter
39804,12/24/2008,14,-2,T,0.2,7,2008-12-24,24,12,2008,Winter
39805,12/25/2008,26,-6,0,0,8,2008-12-25,25,12,2008,Winter
39806,12/26/2008,41,26,0.01,0,7,2008-12-26,26,12,2008,Winter
39807,12/27/2008,38,15,T,T,3,2008-12-27,27,12,2008,Winter
39808,12/28/2008,29,6,0,0,2,2008-12-28,28,12,2008,Winter
39809,12/29/2008,36,15,0,0,2,2008-12-29,29,12,2008,Winter
39810,12/30/2008,19,1,0.13,1.4,2,2008-12-30,30,12,2008,Winter
39811,12/31/2008,13,-9,0,0,3,2008-12-31,31,12,2008,Winter
39812,1/1/2009,30,6,T,T,3,2009-01-01,1,1,2009,Winter
39813,1/2/2009,13,0,0,0,3,2009-01-02,2,1,2009,Winter
39814,1/3/2009,25,12,0.15,0.6,3,2009-01-03,3,1,2009,Winter
39815,1/4/2009,21,-1,T,T,3,2009-01-04,4,1,2009,Winter
39816,1/5/2009,25,-4,0,0,3,2009-01-05,5,1,2009,Winter
39817,1/6/2009,25,11,0,0,3,2009-01-06,6,1,2009,Winter
39818,1/7/2009,14,3,0.01,0.1,3,2009-01-07,7,1,2009,Winter
39819,1/8/2009,12,-2,0,0,3,2009-01-08,8,1,2009,Winter
39820,1/9/2009,18,11,0.03,0.2,3,2009-01-09,9,1,2009,Winter
39821,1/10/2009,16,1,0,0,3,2009-01-10,10,1,2009,Winter
39822,1/11/2009,17,4,0.04,0.7,4,2009-01-11,11,1,2009,Winter
39823,1/12/2009,14,-2,0.23,4.7,4,2009-01-12,12,1,2009,Winter
39824,1/13/2009,-2,-18,0.02,0.3,6,2009-01-13,13,1,2009,Winter
39825,1/14/2009,-3,-16,0.01,0.3,7,2009-01-14,14,1,2009,Winter
39826,1/15/2009,-6,-21,0,0,7,2009-01-15,15,1,2009,Winter
39827,1/16/2009,8,-22,T,T,7,2009-01-16,16,1,2009,Winter
39828,1/17/2009,21,8,T,T,7,2009-01-17,17,1,2009,Winter
39829,1/18/2009,27,11,0.05,1,7,2009-01-18,18,1,2009,Winter
39830,1/19/2009,21,4,T,T,8,2009-01-19,19,1,2009,Winter
39831,1/20/2009,20,8,0,0,7,2009-01-20,20,1,2009,Winter
39832,1/21/2009,27,16,T,T,7,2009-01-21,21,1,2009,Winter
39833,1/22/2009,28,9,0,0,7,2009-01-22,22,1,2009,Winter
39834,1/23/2009,21,-6,T,T,7,2009-01-23,23,1,2009,Winter
39835,1/24/2009,2,-12,0,0,6,2009-01-24,24,1,2009,Winter
39836,1/25/2009,8,-7,0,0,6,2009-01-25,25,1,2009,Winter
39837,1/26/2009,6,-7,0,0,6,2009-01-26,26,1,2009,Winter
39838,1/27/2009,10,-5,0,0,6,2009-01-27,27,1,2009,Winter
39839,1/28/2009,16,-4,0.03,0.5,6,2009-01-28,28,1,2009,Winter
39840,1/29/2009,20,1,T,T,5,2009-01-29,29,1,2009,Winter
39841,1/30/2009,22,-5,0,0,5,2009-01-30,30,1,2009,Winter
39842,1/31/2009,46,22,0,0,5,2009-01-31,31,1,2009,Winter
39843,2/1/2009,33,22,0,0,4,2009-02-01,1,2,2009,Winter
39844,2/2/2009,22,1,T,T,4,2009-02-02,2,2,2009,Winter
39845,2/3/2009,8,-4,T,T,4,2009-02-03,3,2,2009,Winter
39846,2/4/2009,15,-5,0,0,4,2009-02-04,4,2,2009,Winter
39847,2/5/2009,34,9,0,0,4,2009-02-05,5,2,2009,Winter
39848,2/6/2009,40,16,0,0,4,2009-02-06,6,2,2009,Winter
39849,2/7/2009,37,24,0,0,3,2009-02-07,7,2,2009,Winter
39850,2/8/2009,37,16,0,0,2,2009-02-08,8,2,2009,Winter
39851,2/9/2009,47,30,0.05,0,2,2009-02-09,9,2,2009,Winter
39852,2/10/2009,47,35,0.1,0,T,2009-02-10,10,2,2009,Winter
39853,2/11/2009,35,32,T,T,T,2009-02-11,11,2,2009,Winter
39854,2/12/2009,32,23,T,T,0,2009-02-12,12,2,2009,Winter
39855,2/13/2009,24,17,T,T,0,2009-02-13,13,2,2009,Winter
39856,2/14/2009,22,9,T,T,0,2009-02-14,14,2,2009,Winter
39857,2/15/2009,26,7,0,0,0,2009-02-15,15,2,2009,Winter
39858,2/16/2009,37,16,0,0,0,2009-02-16,16,2,2009,Winter
39859,2/17/2009,40,23,0.07,0.3,0,2009-02-17,17,2,2009,Winter
39860,2/18/2009,33,8,T,0.2,1,2009-02-18,18,2,2009,Winter
39861,2/19/2009,19,2,0,0,T,2009-02-19,19,2,2009,Winter
39862,2/20/2009,26,7,0.13,2.4,T,2009-02-20,20,2,2009,Winter
39863,2/21/2009,22,6,0.12,2,4,2009-02-21,21,2,2009,Winter
39864,2/22/2009,18,-1,T,T,4,2009-02-22,22,2,2009,Winter
39865,2/23/2009,21,0,0,0,3,2009-02-23,23,2,2009,Winter
39866,2/24/2009,40,18,0,0,3,2009-02-24,24,2,2009,Winter
39867,2/25/2009,39,23,T,0,1,2009-02-25,25,2,2009,Winter
39868,2/26/2009,28,14,0.46,6,1,2009-02-26,26,2,2009,Winter
39869,2/27/2009,14,2,0,0,6,2009-02-27,27,2,2009,Winter
39870,2/28/2009,19,-2,0,0,5,2009-02-28,28,2,2009,Winter
40146,12/1/2009,47,29,0,0,0,2009-12-01,1,12,2009,Winter
40147,12/2/2009,34,27,0,0,0,2009-12-02,2,12,2009,Winter
40148,12/3/2009,27,18,T,0.1,T,2009-12-03,3,12,2009,Winter
40149,12/4/2009,20,14,T,0.1,T,2009-12-04,4,12,2009,Winter
40150,12/5/2009,27,15,T,T,T,2009-12-05,5,12,2009,Winter
40151,12/6/2009,23,12,0,0,0,2009-12-06,6,12,2009,Winter
40152,12/7/2009,24,16,T,T,0,2009-12-07,7,12,2009,Winter
40153,12/8/2009,21,14,0.24,4.7,T,2009-12-08,8,12,2009,Winter
40154,12/9/2009,14,1,0.13,2.7,7,2009-12-09,9,12,2009,Winter
40155,12/10/2009,5,-5,T,T,7,2009-12-10,10,12,2009,Winter
40156,12/11/2009,16,-3,0,0,6,2009-12-11,11,12,2009,Winter
40157,12/12/2009,29,6,0,0,5,2009-12-12,12,12,2009,Winter
40158,12/13/2009,28,8,0.02,0.2,5,2009-12-13,13,12,2009,Winter
40159,12/14/2009,13,-2,0.11,1.8,6,2009-12-14,14,12,2009,Winter
40160,12/15/2009,4,-5,0,0,6,2009-12-15,15,12,2009,Winter
40161,12/16/2009,12,0,0,0,6,2009-12-16,16,12,2009,Winter
40162,12/17/2009,24,9,0,0,6,2009-12-17,17,12,2009,Winter
40163,12/18/2009,27,9,0,0,5,2009-12-18,18,12,2009,Winter
40164,12/19/2009,23,20,T,T,5,2009-12-19,19,12,2009,Winter
40165,12/20/2009,24,18,0.06,0.8,5,2009-12-20,20,12,2009,Winter
40166,12/21/2009,24,18,T,T,6,2009-12-21,21,12,2009,Winter
40167,12/22/2009,28,20,0.02,0.5,6,2009-12-22,22,12,2009,Winter
40168,12/23/2009,28,26,0.2,2,6,2009-12-23,23,12,2009,Winter
40169,12/24/2009,34,26,0.44,5.2,11,2009-12-24,24,12,2009,Winter
40170,12/25/2009,37,23,0.56,2,10,2009-12-25,25,12,2009,Winter
40171,12/26/2009,23,12,T,0.2,9,2009-12-26,26,12,2009,Winter
40172,12/27/2009,27,9,T,T,9,2009-12-27,27,12,2009,Winter
40173,12/28/2009,25,6,T,T,9,2009-12-28,28,12,2009,Winter
40174,12/29/2009,17,2,0,0,9,2009-12-29,29,12,2009,Winter
40175,12/30/2009,22,9,0.05,0.6,9,2009-12-30,30,12,2009,Winter
40176,12/31/2009,11,1,0,0,9,2009-12-31,31,12,2009,Winter
40177,1/1/2010,6,-9,T,T,9,2010-01-01,1,1,2010,Winter
40178,1/2/2010,1,-15,0,0,9,2010-01-02,2,1,2010,Winter
40179,1/3/2010,7,-14,0,0,9,2010-01-03,3,1,2010,Winter
40180,1/4/2010,7,-10,0,0,9,2010-01-04,4,1,2010,Winter
40181,1/5/2010,10,-9,0,0,9,2010-01-05,5,1,2010,Winter
40182,1/6/2010,16,-4,0,0,9,2010-01-06,6,1,2010,Winter
40183,1/7/2010,16,4,0.06,2.2,11,2010-01-07,7,1,2010,Winter
40184,1/8/2010,8,-6,0,0,11,2010-01-08,8,1,2010,Winter
40185,1/9/2010,6,-14,0,0,11,2010-01-09,9,1,2010,Winter
40186,1/10/2010,15,-6,0,0,11,2010-01-10,10,1,2010,Winter
40187,1/11/2010,22,8,T,T,10,2010-01-11,11,1,2010,Winter
40188,1/12/2010,22,2,T,T,10,2010-01-12,12,1,2010,Winter
40189,1/13/2010,28,19,T,T,10,2010-01-13,13,1,2010,Winter
40190,1/14/2010,31,15,0,0,10,2010-01-14,14,1,2010,Winter
40191,1/15/2010,28,12,0,0,10,2010-01-15,15,1,2010,Winter
40192,1/16/2010,35,15,0,0,10,2010-01-16,16,1,2010,Winter
40193,1/17/2010,34,20,0,0,10,2010-01-17,17,1,2010,Winter
40194,1/18/2010,34,13,0,0,9,2010-01-18,18,1,2010,Winter
40195,1/19/2010,23,13,T,T,9,2010-01-19,19,1,2010,Winter
40196,1/20/2010,28,19,T,T,9,2010-01-20,20,1,2010,Winter
40197,1/21/2010,30,25,0.05,T,9,2010-01-21,21,1,2010,Winter
40198,1/22/2010,33,28,0.02,0,9,2010-01-22,22,1,2010,Winter
40199,1/23/2010,36,32,0.23,T,9,2010-01-23,23,1,2010,Winter
40200,1/24/2010,35,32,0.04,T,7,2010-01-24,24,1,2010,Winter
40201,1/25/2010,34,16,0.05,0.9,6,2010-01-25,25,1,2010,Winter
40202,1/26/2010,16,3,T,T,7,2010-01-26,26,1,2010,Winter
40203,1/27/2010,11,2,T,T,7,2010-01-27,27,1,2010,Winter
40204,1/28/2010,7,-2,T,T,7,2010-01-28,28,1,2010,Winter
40205,1/29/2010,9,-5,0,0,7,2010-01-29,29,1,2010,Winter
40206,1/30/2010,17,1,0,0,7,2010-01-30,30,1,2010,Winter
40207,1/31/2010,16,3,0,0,7,2010-01-31,31,1,2010,Winter
40208,2/1/2010,16,8,0.11,2.6,7,2010-02-01,1,2,2010,Winter
40209,2/2/2010,21,8,0.02,0.5,10,2010-02-02,2,2,2010,Winter
40210,2/3/2010,21,1,0,0,10,2010-02-03,3,2,2010,Winter
40211,2/4/2010,29,19,0.07,1,10,2010-02-04,4,2,2010,Winter
40212,2/5/2010,33,28,0.12,1.3,12,2010-02-05,5,2,2010,Winter
40213,2/6/2010,28,19,0,0,11,2010-02-06,6,2,2010,Winter
40214,2/7/2010,24,15,0.05,0.8,11,2010-02-07,7,2,2010,Winter
40215,2/8/2010,25,22,0.23,4.7,12,2010-02-08,8,2,2010,Winter
40216,2/9/2010,26,15,0.03,0.4,15,2010-02-09,9,2,2010,Winter
40217,2/10/2010,24,3,0,0,16,2010-02-10,10,2,2010,Winter
40218,2/11/2010,25,0,0,0,15,2010-02-11,11,2,2010,Winter
40219,2/12/2010,25,3,T,T,15,2010-02-12,12,2,2010,Winter
40220,2/13/2010,23,10,T,0.2,15,2010-02-13,13,2,2010,Winter
40221,2/14/2010,24,5,0.09,1.6,15,2010-02-14,14,2,2010,Winter
40222,2/15/2010,30,22,0.03,0.7,17,2010-02-15,15,2,2010,Winter
40223,2/16/2010,34,17,0,0,17,2010-02-16,16,2,2010,Winter
40224,2/17/2010,35,16,0,0,16,2010-02-17,17,2,2010,Winter
40225,2/18/2010,37,10,0,0,15,2010-02-18,18,2,2010,Winter
40226,2/19/2010,31,7,0,0,14,2010-02-19,19,2,2010,Winter
40227,2/20/2010,35,18,T,T,13,2010-02-20,20,2,2010,Winter
40228,2/21/2010,31,13,0,0,13,2010-02-21,21,2,2010,Winter
40229,2/22/2010,32,14,0,0,13,2010-02-22,22,2,2010,Winter
40230,2/23/2010,23,9,T,0.1,13,2010-02-23,23,2,2010,Winter
40231,2/24/2010,20,1,0,0,13,2010-02-24,24,2,2010,Winter
40232,2/25/2010,26,3,0,0,12,2010-02-25,25,2,2010,Winter
40233,2/26/2010,32,5,0,0,12,2010-02-26,26,2,2010,Winter
40234,2/27/2010,38,9,0,0,12,2010-02-27,27,2,2010,Winter
40235,2/28/2010,38,16,0,0,12,2010-02-28,28,2,2010,Winter
40511,12/1/2010,20,15,T,T,1,2010-12-01,1,12,2010,Winter
40512,12/2/2010,20,11,T,T,1,2010-12-02,2,12,2010,Winter
40513,12/3/2010,20,10,0.43,5.1,1,2010-12-03,3,12,2010,Winter
40514,12/4/2010,25,11,0.09,1,6,2010-12-04,4,12,2010,Winter
40515,12/5/2010,18,4,0.01,0.5,6,2010-12-05,5,12,2010,Winter
40516,12/6/2010,21,14,T,0.3,6,2010-12-06,6,12,2010,Winter
40517,12/7/2010,17,8,0,0,6,2010-12-07,7,12,2010,Winter
40518,12/8/2010,18,3,T,T,6,2010-12-08,8,12,2010,Winter
40519,12/9/2010,34,11,0.01,0.2,6,2010-12-09,9,12,2010,Winter
40520,12/10/2010,28,16,0.05,0.8,5,2010-12-10,10,12,2010,Winter
40521,12/11/2010,22,8,1.16,16.3,9,2010-12-11,11,12,2010,Winter
40522,12/12/2010,8,-1,0,0,18,2010-12-12,12,12,2010,Winter
40523,12/13/2010,6,-8,0,0,17,2010-12-13,13,12,2010,Winter
40524,12/14/2010,10,-6,0,0,17,2010-12-14,14,12,2010,Winter
40525,12/15/2010,17,4,0,0,16,2010-12-15,15,12,2010,Winter
40526,12/16/2010,20,12,T,T,16,2010-12-16,16,12,2010,Winter
40527,12/17/2010,15,8,T,T,15,2010-12-17,17,12,2010,Winter
40528,12/18/2010,17,8,T,T,14,2010-12-18,18,12,2010,Winter
40529,12/19/2010,15,3,0,0,14,2010-12-19,19,12,2010,Winter
40530,12/20/2010,26,10,0.36,4.6,14,2010-12-20,20,12,2010,Winter
40531,12/21/2010,31,20,0.05,T,16,2010-12-21,21,12,2010,Winter
40532,12/22/2010,32,27,T,T,16,2010-12-22,22,12,2010,Winter
40533,12/23/2010,27,23,0.15,2.3,16,2010-12-23,23,12,2010,Winter
40534,12/24/2010,26,18,0.18,2.3,19,2010-12-24,24,12,2010,Winter
40535,12/25/2010,20,16,T,T,19,2010-12-25,25,12,2010,Winter
40536,12/26/2010,24,7,T,T,19,2010-12-26,26,12,2010,Winter
40537,12/27/2010,21,7,T,T,18,2010-12-27,27,12,2010,Winter
40538,12/28/2010,34,14,0,0,17,2010-12-28,28,12,2010,Winter
40539,12/29/2010,37,25,T,0,16,2010-12-29,29,12,2010,Winter
40540,12/30/2010,42,17,0.27,0,13,2010-12-30,30,12,2010,Winter
40541,12/31/2010,24,7,0.03,0.2,10,2010-12-31,31,12,2010,Winter
40542,1/1/2011,9,1,T,T,9,2011-01-01,1,1,2011,Winter
40543,1/2/2011,17,0,T,0.1,9,2011-01-02,2,1,2011,Winter
40544,1/3/2011,21,8,0.03,1.1,9,2011-01-03,3,1,2011,Winter
40545,1/4/2011,9,-5,T,T,10,2011-01-04,4,1,2011,Winter
40546,1/5/2011,25,3,0.04,0.4,10,2011-01-05,5,1,2011,Winter
40547,1/6/2011,18,7,T,T,10,2011-01-06,6,1,2011,Winter
40548,1/7/2011,15,8,0.01,0.3,10,2011-01-07,7,1,2011,Winter
40549,1/8/2011,12,1,T,T,10,2011-01-08,8,1,2011,Winter
40550,1/9/2011,16,-4,T,T,10,2011-01-09,9,1,2011,Winter
40551,1/10/2011,22,12,0.16,1.5,8,2011-01-10,10,1,2011,Winter
40552,1/11/2011,23,18,0.1,1.2,10,2011-01-11,11,1,2011,Winter
40553,1/12/2011,21,2,0,0,11,2011-01-12,12,1,2011,Winter
40554,1/13/2011,16,0,0.08,1.9,10,2011-01-13,13,1,2011,Winter
40555,1/14/2011,18,14,0.17,2.5,12,2011-01-14,14,1,2011,Winter
40556,1/15/2011,16,2,0,0,13,2011-01-15,15,1,2011,Winter
40557,1/16/2011,15,4,0.01,0.2,13,2011-01-16,16,1,2011,Winter
40558,1/17/2011,25,15,0.07,1.3,14,2011-01-17,17,1,2011,Winter
40559,1/18/2011,19,7,T,T,12,2011-01-18,18,1,2011,Winter
40560,1/19/2011,13,-3,0.01,0.2,12,2011-01-19,19,1,2011,Winter
40561,1/20/2011,9,-11,0.01,0.1,12,2011-01-20,20,1,2011,Winter
40562,1/21/2011,3,-16,0.01,1.1,12,2011-01-21,21,1,2011,Winter
40563,1/22/2011,6,-3,T,0.1,12,2011-01-22,22,1,2011,Winter
40564,1/23/2011,13,-8,0,0,12,2011-01-23,23,1,2011,Winter
40565,1/24/2011,27,11,0.01,0.1,12,2011-01-24,24,1,2011,Winter
40566,1/25/2011,20,13,T,T,12,2011-01-25,25,1,2011,Winter
40567,1/26/2011,25,15,T,T,12,2011-01-26,26,1,2011,Winter
40568,1/27/2011,27,22,0.01,0.2,11,2011-01-27,27,1,2011,Winter
40569,1/28/2011,31,23,0,0,11,2011-01-28,28,1,2011,Winter
40570,1/29/2011,32,15,T,T,11,2011-01-29,29,1,2011,Winter
40571,1/30/2011,23,14,0.03,0.5,10,2011-01-30,30,1,2011,Winter
40572,1/31/2011,21,14,0.25,4.2,12,2011-01-31,31,1,2011,Winter
40573,2/1/2011,15,5,T,T,14,2011-02-01,1,2,2011,Winter
40574,2/2/2011,12,-4,0,0,13,2011-02-02,2,2,2011,Winter
40575,2/3/2011,19,-2,0,0,13,2011-02-03,3,2,2011,Winter
40576,2/4/2011,34,10,0,0,13,2011-02-04,4,2,2011,Winter
40577,2/5/2011,27,14,0.01,0.2,12,2011-02-05,5,2,2011,Winter
40578,2/6/2011,29,23,0.01,0.3,12,2011-02-06,6,2,2011,Winter
40579,2/7/2011,23,0,T,T,12,2011-02-07,7,2,2011,Winter
40580,2/8/2011,3,-10,0,0,12,2011-02-08,8,2,2011,Winter
40581,2/9/2011,8,-7,0,0,11,2011-02-09,9,2,2011,Winter
40582,2/10/2011,12,-11,0,0,11,2011-02-10,10,2,2011,Winter
40583,2/11/2011,32,-6,0.01,0.2,11,2011-02-11,11,2,2011,Winter
40584,2/12/2011,38,18,0,0,11,2011-02-12,12,2,2011,Winter
40585,2/13/2011,48,29,0,0,10,2011-02-13,13,2,2011,Winter
40586,2/14/2011,39,32,0,0,6,2011-02-14,14,2,2011,Winter
40587,2/15/2011,42,32,0,0,5,2011-02-15,15,2,2011,Winter
40588,2/16/2011,52,28,T,0,5,2011-02-16,16,2,2011,Winter
